PROGTYPE	OBJTYPE	OBJDESC	SUBOBJ	SUBOBJDESC	OBJNAME	OBJTEXT	APPLN	FRICETYPE	PACKAGE	SYSNAME	MAINPROG	INCL	LINNO	ERRORMSG	MSGTYP	COMPLEXITY	REMEDIATE	PERFFLG	SCFILE	UNICODEERR	DEFTYPE	REFOBJTYP	CATEGORY
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	  126	BSEG-KTOSL-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	  127	BSEG-LIFNR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	  128	KNA1-NAME1-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	  129	BSEG-KUNNR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	  130	BSEG-QBSHB-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	  132	KNA1-ORT01-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	Z_AUTO_WRITEOFF_PROGRAM	Auto/Manual Write-Off Program			ZFI	EHP6 FOR SAP ERP 6.0	Z_AUTO_WRITEOFF_PROGRAM	Z_AUTO_WRITEOFF_PROGRAM	  149	BSEG-MWSKZ-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	Z_AUTO_WRITEOFF_PROGRAM	Auto/Manual Write-Off Program			ZFI	EHP6 FOR SAP ERP 6.0	Z_AUTO_WRITEOFF_PROGRAM	Z_AUTO_WRITEOFF_PROGRAM	  150	BSEG-TXJCD-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	  213	BSEG-KUNNR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	  214	BSEG-LIFNR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	Z_AUTO_WRITEOFF_PROGRAM	Auto/Manual Write-Off Program			ZFI	EHP6 FOR SAP ERP 6.0	Z_AUTO_WRITEOFF_PROGRAM	Z_AUTO_WRITEOFF_PROGRAM	  260	FTCLEAR-has been altered by SAP-SPECIFIC TO S4H	E	4	X	X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	Z_AUTO_WRITEOFF_PROGRAM	Auto/Manual Write-Off Program			ZFI	EHP6 FOR SAP ERP 6.0	Z_AUTO_WRITEOFF_PROGRAM	Z_AUTO_WRITEOFF_PROGRAM	  261	FTCLEAR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	Z_RFFOUS_C_MX	International Payment Medium - Check (with check management)			ZFI	EHP6 FOR SAP ERP 6.0	Z_RFFOUS_C_MX	Z_RFFOUS_C_MX	  261	Syntax or Keyword MODIFY is Obsolete	E	2		X			O		2
R3TR	FRM	Programs	PRIP	Print Programs	ZFI_RFFOUS_C_PVH	International Payment Medium - Check (with check management)			ZFI_NA_SMARTFORMS	EHP6 FOR SAP ERP 6.0	ZFI_RFFOUS_C_PVH	ZFI_RFFOUS_C_PVH	  263	Syntax or Keyword MODIFY is Obsolete	E	2		X			O		2
R3TR	FRM	Programs	PRIP	Print Programs	Z_RFFOUS_C_MX	International Payment Medium - Check (with check management)			ZFI	EHP6 FOR SAP ERP 6.0	Z_RFFOUS_C_MX	Z_RFFOUS_C_MX	  266	Syntax or Keyword MODIFY is Obsolete	E	2		X			O		2
R3TR	FRM	Programs	PRIP	Print Programs	ZFI_RFFOUS_C_PVH	International Payment Medium - Check (with check management)			ZFI_NA_SMARTFORMS	EHP6 FOR SAP ERP 6.0	ZFI_RFFOUS_C_PVH	ZFI_RFFOUS_C_PVH	  268	Syntax or Keyword MODIFY is Obsolete	E	2		X			O		2
R3TR	FRM	Programs	PRIP	Print Programs	Z_RFFOUS_C_MX	International Payment Medium - Check (with check management)			ZFI	EHP6 FOR SAP ERP 6.0	Z_RFFOUS_C_MX	Z_RFFOUS_C_MX	  338	Statement INSERT SPACE is obsolete	E	2		X			O		2
R3TR	FRM	Programs	PRIP	Print Programs	ZFI_RFFOUS_C_PVH	International Payment Medium - Check (with check management)			ZFI_NA_SMARTFORMS	EHP6 FOR SAP ERP 6.0	ZFI_RFFOUS_C_PVH	ZFI_RFFOUS_C_PVH	  346	Statement INSERT SPACE is obsolete	E	2		X			O		2
R3TR	FRM	Programs	PRIP	Print Programs	ZFI_RFFOUS_C_PVH	International Payment Medium - Check (with check management)			ZFI_NA_SMARTFORMS	EHP6 FOR SAP ERP 6.0	ZFI_RFFOUS_C_PVH	ZFI_RFFOUS_C_PVH	  390	KNA1-has been altered by SAP-SPECIFIC TO S4H	E	4	X	X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFI_RFFOUS_C_PVH	International Payment Medium - Check (with check management)			ZFI_NA_SMARTFORMS	EHP6 FOR SAP ERP 6.0	ZFI_RFFOUS_C_PVH	ZFI_RFFOUS_C_PVH	  395	KNA1-KUNNR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	Z_AUTO_WRITEOFF_PROGRAM	Auto/Manual Write-Off Program			ZFI	EHP6 FOR SAP ERP 6.0	Z_AUTO_WRITEOFF_PROGRAM	Z_AUTO_WRITEOFF_PROGRAM	  758	KNA1-KTOKD-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	  868	LFA1-BRSCH-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	  868	LFA1-NAME1-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	 1234	BSEG-KOART-has been altered by SAP-SPECIFIC TO S4H	E	4	X	X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	 1234	BSEG-KUNNR-has been altered by SAP-SPECIFIC TO S4H	E	4	X	X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	 1237	BSEG-BUKRS-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	 1238	BSEG-BELNR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	 1239	BSEG-GJAHR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	 1240	BSEG-(-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	 1520	BSEG-BUPLA-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	 1523	BSEG-BELNR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZFIR_RFKORDP2_INVC_MX	Printout of Official Receipts Before Payment (Philippines)			ZFI	EHP6 FOR SAP ERP 6.0	ZFIR_RFKORDP2_INVC_MX	ZFIR_RFKORDP2_INVC_MX	 1524	BSEG-GJAHR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 1777	Syntax or Keyword MODIFY is Obsolete	E	2		X			O		2
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 1792	Syntax or Keyword MODIFY is Obsolete	E	2		X			O		2
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 1802	Syntax or Keyword MODIFY is Obsolete	E	2		X			O		2
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 3171	FAGLFLEXA-HSL-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 3171	FAGLFLEXA-PRCTR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 3171	FAGLFLEXA-WSL-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 3173	FAGLFLEXA-BELNR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 3174	FAGLFLEXA-RBUKRS-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 3175	FAGLFLEXA-GJAHR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 3176	FAGLFLEXA-BUZEI-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
R3TR	FRM	Programs	PRIP	Print Programs	ZRAP_OPEN_DAILY_AP_AGING	Open Daily A/P Aging Report (RP056)			ZFI	EHP6 FOR SAP ERP 6.0	ZRAP_OPEN_DAILY_AP_AGING	ZRAP_OPEN_DAILY_AP_AGING	 3177	FAGLFLEXA-RLDNR-has been altered by SAP-SPECIFIC TO S4H	E	4		X			O		1
